title_x,title_KO,title_ORG,type_x,genres_x,genres_KO,releaseYear_x,length,ratings,production_countries,imdbAverageRating_x,imdbNumVotes_x,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,title_y,type_y,genres_y,releaseYear_y,imdbId,imdbAverageRating_y,imdbNumVotes_y,availableCountries
openhaimeo,오펜하이머,Oppenheimer,movie,"Dramas, History","드라마, 역사",2023,3시간 0분,15,"미국, 영국",8.3,811k,False,"Netflix, Netflix basic with Ads",Christopher Nolan,1.0,235 DAYS,492 DAYS,554 DAYS,Oppenheimer,movie,"Biography, Drama, History",2023.0,tt15398776,8.3,810611.0,"AU, BE, KR, NZ"
gilbeoteu-geureipeu,길버트 그레이프,What's Eating Gilbert Grape,movie,"Romance, Dramas","로맨스, 드라마",1993,2시간 0분,,미국,7.7,258k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Lasse Hallström,20.0,0 DAYS,13 DAYS,391 DAYS,What's Eating Gilbert Grape,movie,Drama,1993.0,tt0108550,7.7,257992.0,KR
season-1-2013-0,하우스 오브 카드,House of Cards,tv,Dramas,드라마,2013,52분,19,미국,8.6,538k,False,Netflix,,1.0,52 DAYS,820 DAYS,3061 DAYS,House of Cards,tv,Drama,2013.0,tt1856010,8.6,537962.0,"AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
deoti-pab-boi-baendeu-sagigeug,더티 팝: 보이 밴드 사기극,Dirty Pop: The Boy Band Scam,tv,"Documentary, Crime","다큐멘터리, 범죄",2024,43분,15,미국,,,False,"Netflix, Netflix basic with Ads",David Terry Fine,9.0,1 DAYS,5 DAYS,15 DAYS,Dirty Pop: The Boy Band Scam,tv,"Crime, Documentary",2024.0,tt32758825,6.5,3210.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
miseu-peregeuringwa-isanghan-aideulyi-jib,미스 페레그린과 이상한 아이들의 집,Miss Peregrine's Home for Peculiar Children,movie,"Action, Fantasy, Dramas, Family, Thriller, Unknown","액션, 판타지, 드라마, 가족, 스릴러, 유럽에서 제작",2016,2시간 7분,,"영국, 미국, 벨기에",6.7,195k,True,"Netflix, Disney Plus, Netflix basic with Ads, Naver Store",Tim Burton,4.0,2 DAYS,161 DAYS,1083 DAYS,Miss Peregrine's Home for Peculiar Children,movie,"Adventure, Drama, Family",2016.0,tt1935859,6.7,194959.0,"AD, AE, AL, AO, AT, AU, BA, BE, BG, BH, BR, CH, CI, CM, CV, CY, CZ, DE, DK, DZ, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GQ, GR, HR, HU, ID, IE, IL, IQ, IS, IT, JO, KE, KR, KW, LB, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PF, PH, PL, PS, PT, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, TD, TH, TN, TR, TZ, UG, YE, ZA, ZM, ZW"
maid,조용한 희망,Maid,tv,Dramas,드라마,2021,54분,15,미국,8.3,106k,False,"Netflix, Netflix basic with Ads",,11.0,0 DAYS,83 DAYS,430 DAYS,Maid,tv,Drama,2021.0,tt11337908,8.3,105868.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
300-rise-of-an-empire,300: 제국의 부활,300: Rise of an Empire,movie,"Dramas, War, Action","드라마, 전쟁, 액션",2014,1시간 42분,,"불가리아, 미국",6.2,320k,True,"Netflix, wavve, Netflix basic with Ads",Noam Murro,1.0,4 DAYS,27 DAYS,272 DAYS,300: Rise of an Empire,movie,"Action, Drama",2014.0,tt1253863,6.2,319823.0,"AD, ES, IN, KR, PT, US"
the-man-who-loved-ufos-2024,UFO를 사랑한 남자,The Man Who Loved UFOs,movie,"Comedy, Dramas, Fantasy","코미디, 드라마, 판타지",2024,1시간 47분,15,Arjantin,5.3,388,False,"Netflix, Netflix basic with Ads",Diego Lerman,15.0,0 DAYS,2 DAYS,9 DAYS,The Man Who Loved UFOs,movie,"Biography, Comedy, Drama",2024.0,tt33051716,5.3,388.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
rupauls-drag-race,루폴의 드래그 레이스,RuPaul's Drag Race,tv,Reality-TV,Reality TV,2009,52분,19,미국,8.5,24k,True,"Netflix, Netflix basic with Ads, WOW Presents Plus",,2.0,10 DAYS,665 DAYS,2652 DAYS,RuPaul's Drag Race,tv,"Game-Show, Reality-TV",2009.0,tt1353056,8.5,23946.0,"AD, AE, AG, AL, AO, AR, AT, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
entebe-jagjeon,엔테베 작전,7 Days in Entebbe,movie,"Dramas, Crime, Thriller, Action, History","드라마, 범죄, 스릴러, 액션, 역사",2018,1시간 47분,,"영국, 미국",5.9,18k,True,"Netflix, wavve, Watcha, Naver Store",José Padilha,2.0,2 DAYS,13 DAYS,140 DAYS,7 Days in Entebbe,movie,"Action, Drama, History",2018.0,tt5466186,5.9,17559.0,"AU, FJ, KR, NZ"
raseuteu-misyeon-2018,라스트 미션,The Mule,movie,"Dramas, Crime, Thriller, Unknown","드라마, 범죄, 스릴러, 유럽에서 제작",2018,1시간 56분,15,"미국, 캐나다",7.0,156k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Clint Eastwood,3.0,3 DAYS,109 DAYS,787 DAYS,The Mule,movie,"Crime, Drama, Thriller",2018.0,tt7959026,7.0,156437.0,"AD, BA, BE, BG, CZ, ES, GB, GG, HR, HU, IE, JP, KR, MD, ME, MK, NL, PL, PT, RO, RS, SI, SK"
worst-ex-ever,악몽의 엑스,Worst Ex Ever,tv,"Documentary, Crime","다큐멘터리, 범죄",2024,57분,15,미국,,,False,"Netflix, Netflix basic with Ads",,8.0,3 DAYS,5 DAYS,68 DAYS,Worst Ex Ever,tv,"Crime, Documentary",2024.0,tt32932523,7.3,2596.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
aesyulri-maediseun-segseu-geojismal-seukaendeul,"애슐리 매디슨: 섹스, 거짓말, 스캔들","Ashley Madison: Sex, Lies & Scandal",tv,Documentary,다큐멘터리,2024,52분,19,영국,,,False,"Netflix, Netflix basic with Ads","Jon Hutton , Gagan Rehill , Toby Paton",10.0,1 DAYS,8 DAYS,26 DAYS,"Ashley Madison: Sex, Lies & Scandal",tv,Documentary,2024.0,tt32307741,6.2,4345.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
the-oa,OA,The OA,tv,"Sci-Fi, Dramas, Fantasy","SF, 드라마, 판타지",2016,55분,19,미국,7.8,119k,False,"Netflix, Netflix basic with Ads",,1.0,13 DAYS,100 DAYS,1854 DAYS,The OA,tv,"Drama, Fantasy, Mystery",2016.0,tt4635282,7.8,119234.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
beverly-hills-cop,비버리 힐스 캅,Beverly Hills Cop,movie,"Comedy, Crime, Action, Thriller","코미디, 범죄, 액션, 스릴러",1984,1시간 45분,15,미국,7.4,220k,True,"Netflix, wavve, Naver Store",Martin Brest,3.0,2 DAYS,28 DAYS,260 DAYS,Beverly Hills Cop,movie,"Action, Comedy, Crime",1984.0,tt0086960,7.4,219695.0,"IT, KR, NZ"
for-a-good-time-call,나의 PS 프렌드,"For a Good Time, Call...",movie,"Comedy, Dramas","코미디, 드라마",2012,1시간 25분,,미국,6.0,17k,False,"Netflix, Netflix basic with Ads",Jamie Travis,38.0,0 DAYS,1 DAYS,9 DAYS,"For a Good Time, Call...",movie,Comedy,2012.0,tt1996264,6.0,17254.0,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
click,클릭,Click,movie,"Dramas, Fantasy, Comedy, Romance","드라마, 판타지, 코미디, 로맨스",2006,1시간 47분,,미국,6.4,364k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Frank Coraci,16.0,0 DAYS,4 DAYS,161 DAYS,Click,movie,"Comedy, Drama, Fantasy",2006.0,tt0389860,6.4,364037.0,"DK, FI, IS, JP, KR, NO, PL, SE"
jeoseuteu-meosi,저스트 머시,Just Mercy,movie,"Dramas, Crime","드라마, 범죄",2019,2시간 16분,,미국,7.6,78k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Destin Daniel Cretton,1.0,7 DAYS,46 DAYS,375 DAYS,Just Mercy,movie,"Biography, Crime, Drama",2019.0,tt4916630,7.6,77662.0,"AD, BA, BE, BG, CH, CZ, ES, FR, GF, HR, HU, JP, KR, LU, MC, MD, ME, MK, PF, PL, PT, RO, RS, SI, SK"
the-lego-movie,레고 무비,The Lego Movie,movie,"Comedy, Fantasy, Anime, Family, Action, Sci-Fi, Unknown","코미디, 판타지, 애니메이션, 가족, 액션, SF, 유럽에서 제작",2014,1시간 40분,,"덴마크, 미국, 호주",7.7,395k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads","Christopher Miller , Phil Lord",5.0,4 DAYS,103 DAYS,999 DAYS,The Lego Movie,movie,"Action, Adventure, Animation",2014.0,tt1490017,7.7,395221.0,"BA, BG, CH, CZ, DK, FI, FJ, HR, HU, IT, JP, KR, MD, ME, MK, NO, NZ, PL, RO, RS, SE, SI, SK, SM"
crime-scene-berlin-nightlife-killer,크라임 씬 베를린: 밤의 살인,Crime Scene Berlin: Nightlife Killer,tv,"Documentary, Crime","다큐멘터리, 범죄",2024,35분,19,독일,,,False,"Netflix, Netflix basic with Ads","Jan Zabeil , Caroline Schaper",25.0,0 DAYS,2 DAYS,7 DAYS,Crime Scene Berlin: Nightlife Killer,tv,"Crime, Documentary",2024.0,tt31592633,5.8,1356.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
talchul-project-silence,TALCHUL: PROJECT SILENCE,Project Silence,movie,"Horror, Sci-Fi, Thriller, Action","공포, SF, 스릴러, 액션",2024,1시간 41분,15,"대한민국, 홍콩",,,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Kim Tae-gon,4.0,1 DAYS,7 DAYS,81 DAYS,Project Silence,movie,"Action, Horror, Sci-Fi",2023.0,tt25808194,5.5,1943.0,KR
kwaieoteu-peulreiseu,콰이어트 플레이스,A Quiet Place,movie,"Dramas, Horror, Sci-Fi","드라마, 공포, SF",2018,1시간 30분,15,미국,7.5,611k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",John Krasinski,1.0,147 DAYS,941 DAYS,2426 DAYS,A Quiet Place,movie,"Drama, Horror, Sci-Fi",2018.0,tt6644200,7.5,611208.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
ic-814-the-kandahar-hijack,IC 814: 공포의 비행,IC 814: The Kandahar Hijack,tv,"Thriller, Dramas, History, War","스릴러, 드라마, 역사, 전쟁",2024,38분,15,인도,5.9,23k,False,"Netflix, Netflix basic with Ads",Anubhav Sinha,27.0,0 DAYS,3 DAYS,15 DAYS,IC 814: The Kandahar Hijack,tv,"Drama, History, Thriller",2024.0,tt28106741,5.9,22526.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
jyani-inggeulriswi-seuteuraigseu-eogein,쟈니 잉글리쉬 3: 스트라이크 어게인,Johnny English Strikes Again,movie,"Action, Comedy, Unknown","액션, 코미디, 유럽에서 제작",2018,1시간 28분,,"미국, 영국",6.2,85k,False,"Netflix, Netflix basic with Ads",David Kerr,6.0,1 DAYS,5 DAYS,150 DAYS,Johnny English Strikes Again,movie,"Action, Adventure, Comedy",2018.0,tt6921996,6.2,85216.0,"AD, AE, AL, AU, AZ, BA, BE, BG, BH, BY, CH, CY, CZ, DK, DZ, EE, EG, ES, FI, FR, GB, GF, GG, GR, HK, HR, HU, IE, IL, IQ, IS, IT, JO, JP, KR, KW, LB, LT, LU, LV, LY, MA, MC, MD, ME, MK, NO, NZ, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, TN, TR, TW, YE"
aepeuteo-geu-hu,애프터: 그 후,After We Collided,movie,"Dramas, Romance","드라마, 로맨스",2020,1시간 45분,15,미국,5.1,40k,True,"wavve, FilmBox+, Netflix, Naver Store, Netflix basic with Ads",Roger Kumble,9.0,1 DAYS,50 DAYS,441 DAYS,After We Collided,movie,"Drama, Romance",2020.0,tt10362466,5.1,40021.0,"BE, BG, CZ, HK, HU, IN, JP, KR, MY, NL, PH, RO, SK, TH, TW, US"
deo-kilreo,더 킬러,The Killer,movie,"Thriller, Action, Crime, Dramas","스릴러, 액션, 범죄, 드라마",2023,1시간 58분,15,미국,6.7,199k,False,"Netflix, Netflix basic with Ads",David Fincher,1.0,21 DAYS,90 DAYS,314 DAYS,The Killer,movie,"Action, Western",2017.0,tt5379294,6.0,2932.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
ggeutggaji-salanamara,끝까지 살아남아라,Outlast,tv,Reality-TV,Reality TV,2023,46분,,미국,,,False,"Netflix, Netflix basic with Ads",,1.0,7 DAYS,28 DAYS,280 DAYS,Outlast,tv,"Adventure, Game-Show, Reality-TV",2023.0,tt26690964,5.2,4591.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
spider-man,스파이더맨,Spider-Man,movie,"Action, Sci-Fi","액션, SF",2002,2시간 1분,,미국,7.4,901k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Sam Raimi,1.0,21 DAYS,203 DAYS,1963 DAYS,Spider-Man,movie,"Action, Adventure, Sci-Fi",2002.0,tt0145487,7.4,900429.0,"AD, AE, AL, AO, AT, BA, BE, BG, BH, CH, CI, CM, CV, CY, CZ, DE, DZ, EE, EG, ES, FR, GF, GH, GQ, GR, HR, HU, IN, IQ, JO, KE, KR, KW, LB, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MZ, NE, NG, OM, PF, PK, PL, PS, PT, QA, RO, RS, SA, SC, SI, SK, SN, TN, TR, TZ, UG, YE, ZA, ZM, ZW"
banjiyi-jewang-banji-weonjeongdae,반지의 제왕: 반지 원정대,The Lord of the Rings: The Fellowship of the Ring,movie,"Action, Fantasy, Dramas","액션, 판타지, 드라마",2001,2시간 59분,,"뉴질랜드, 미국",,,True,"wavve, Netflix, Amazon Prime Video, Watcha, Netflix basic with Ads",Peter Jackson,2.0,24 DAYS,1598 DAYS,3014 DAYS,The Lord of the Rings: The Fellowship of the Ring,movie,"Action, Adventure, Drama",2001.0,tt0120737,8.9,2054876.0,"CH, IN, IT, KR, SM"
kleo,클레오,Kleo,tv,"Crime, Dramas, Thriller, Action","범죄, 드라마, 스릴러, 액션",2022,50분,19,독일,7.5,16k,False,"Netflix, Netflix basic with Ads",,1.0,4 DAYS,30 DAYS,315 DAYS,Kleo,tv,"Action, Crime, Drama",2022.0,tt15135104,7.5,15849.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
les-miserables,레미제라블,Les Misérables,movie,"History, Dramas, Romance","역사, 드라마, 로맨스",2012,2시간 38분,,"영국, 미국",7.5,350k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Tom Hooper,5.0,5 DAYS,82 DAYS,2465 DAYS,Les Misérables,movie,"Drama, Musical, Romance",2012.0,tt1707386,7.5,350001.0,"CA, JP, KR"
just-go-with-it,마이 프리텐드 와이프,Just Go with It,movie,"Romance, Comedy","로맨스, 코미디",2011,1시간 57분,15+,미국,6.4,271k,True,"Netflix, wavve, Netflix basic with Ads",Dennis Dugan,6.0,1 DAYS,7 DAYS,196 DAYS,Just Go with It,movie,"Comedy, Romance",2011.0,tt1564367,6.4,271386.0,"AD, AG, AO, AR, AT, AZ, BB, BE, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DO, EC, EE, ES, GB, GF, GG, GH, GI, GQ, GR, GT, HN, IE, JM, KE, KR, LC, LI, LT, LU, LV, MD, MG, ML, MT, MX, MZ, NE, NG, NI, PA, PE, PT, PY, SC, SN, SV, TC, TD, TT, TZ, UA, UG, UY, VE, ZA, ZM, ZW"
peeowel,페어웰,The Farewell,movie,"Dramas, Comedy","드라마, 코미디",2019,1시간 40분,,"China, 미국",7.5,73k,True,"Netflix, wavve, Watcha, Naver Store",Lulu Wang,4.0,6 DAYS,107 DAYS,717 DAYS,The Farewell,movie,"Comedy, Drama",2019.0,tt8637428,7.5,72536.0,"AE, BH, DZ, EG, IQ, JO, KR, KW, LB, LY, MA, OM, PS, QA, SA, TN, YE"
