title_x,title_KO,title_ORG,type_x,genres_x,genres_KO,releaseYear_x,length,ratings,production_countries,imdbAverageRating_x,imdbNumVotes_x,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,title_y,type_y,genres_y,releaseYear_y,imdbId,imdbAverageRating_y,imdbNumVotes_y,availableCountries
deo-peopegteu-keopeul,완전무결한 커플,The Perfect Couple,tv,"Crime, Dramas","범죄, 드라마",2024,51분,19,미국,6.5,48k,False,"Netflix, Netflix basic with Ads",,1.0,12 DAYS,52 DAYS,80 DAYS,The Perfect Couple,tv,"Crime, Drama, Mystery",2024.0,tt11514868,6.5,47942.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
heonteu-po-deo-waildeopipeul,내 인생 특별한 숲속 여행,Hunt for the Wilderpeople,movie,"Action, Comedy, Dramas","액션, 코미디, 드라마",2016,1시간 41분,12+,"영국, 뉴질랜드",7.8,145k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Taika Waititi,3.0,2 DAYS,59 DAYS,1155 DAYS,Hunt for the Wilderpeople,movie,"Adventure, Comedy, Drama",2016.0,tt4698684,7.8,145326.0,"AG, AR, AU, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, GT, HN, JM, JP, KR, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
kaos,카오스,Kaos,tv,"Dramas, Fantasy, Comedy, Sci-Fi","드라마, 판타지, 코미디, SF",2024,50분,15,영국,7.5,33k,False,"Netflix, Netflix basic with Ads",,1.0,21 DAYS,66 DAYS,87 DAYS,Kaos,tv,"Comedy, Drama, Fantasy",2024.0,tt8550732,7.5,33185.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
archive-81,아카이브 81,Archive 81,tv,"Dramas, Thriller, Sci-Fi, Horror","드라마, 스릴러, SF, 공포",2022,54분,19,미국,7.3,62k,False,"Netflix, Netflix basic with Ads",,1.0,5 DAYS,45 DAYS,249 DAYS,Archive 81,tv,"Drama, Horror, Mystery",2022.0,tt13365348,7.3,62034.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
boy-swallows-universe,우주를 삼킨 소년,Boy Swallows Universe,tv,"Crime, Dramas, Thriller","범죄, 드라마, 스릴러",2024,57분,19,호주,7.9,19k,False,"Netflix, Netflix basic with Ads",,7.0,3 DAYS,31 DAYS,196 DAYS,Boy Swallows Universe,tv,"Crime, Drama, Mystery",2024.0,tt10399902,7.9,19389.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
deo-seuteureinjeo,더 스트레인저,The Stranger,movie,"Dramas, Thriller, Crime","드라마, 스릴러, 범죄",2022,1시간 57분,15,"미국, 호주, 영국",6.6,28k,False,"Netflix, Netflix basic with Ads",Thomas M. Wright,2.0,3 DAYS,30 DAYS,200 DAYS,The Stranger,movie,"Crime, Drama, Thriller",2022.0,tt11897478,6.6,27538.0,"AD, AG, AL, AR, AT, AU, AZ, BA, BB, BG, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CZ, DE, DK, DO, EC, EE, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, HR, HU, ID, IE, IN, IS, JM, JP, KE, KR, LC, LI, LT, LV, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, NE, NG, NI, NO, NZ, PA, PE, PF, PH, PK, PL, PY, RO, RS, SC, SE, SG, SI, SK, SN, SV, TC, TH, TT, TW, TZ, UA, UG, US, UY, VE, ZA, ZM, ZW"
deo-seuteureinjeo,더 스트레인저,The Stranger,movie,"Dramas, Thriller, Crime","드라마, 스릴러, 범죄",2022,1시간 57분,15,"미국, 호주, 영국",6.6,28k,False,"Netflix, Netflix basic with Ads",Thomas M. Wright,2.0,3 DAYS,30 DAYS,200 DAYS,The Stranger,tv,"Crime, Drama, Mystery",2020.0,tt9698480,7.2,63737.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
a-river-runs-through-it,흐르는 강물처럼,A River Runs Through It,movie,"Dramas, Family","드라마, 가족",1992,2시간 3분,,미국,7.2,67k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Robert Redford,17.0,0 DAYS,6 DAYS,191 DAYS,A River Runs Through It,movie,Drama,1992.0,tt0105265,7.2,66744.0,KR
derek,데릭,Derek,tv,"Dramas, Comedy, Unknown","드라마, 코미디, 유럽에서 제작",2013,27분,19,영국,8.1,36k,False,"Netflix, Netflix basic with Ads",,4.0,1 DAYS,12 DAYS,135 DAYS,Derek,tv,"Comedy, Drama",2012.0,tt2616280,8.1,36130.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
singkeuhol,SINGKEUHOL,Sinkhole,movie,"Comedy, Dramas, Action","코미디, 드라마, 액션",2021,1시간 57분,,대한민국,,,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Kim Ji-hoon,1.0,6 DAYS,27 DAYS,111 DAYS,Sinkhole,movie,"Action, Comedy, Drama",2021.0,tt12664618,6.2,2868.0,"JP, KR"
oteobsi-obeu-jein-do,제인 도,The Autopsy of Jane Doe,movie,"Horror, Thriller","공포, 스릴러",2016,1시간 26분,,"미국, 영국",6.8,147k,True,"Netflix, wavve, Netflix basic with Ads",André Øvredal,4.0,3 DAYS,30 DAYS,866 DAYS,The Autopsy of Jane Doe,movie,"Horror, Mystery, Thriller",2016.0,tt3289956,6.8,147216.0,"GB, GG, GI, ID, IE, KR, MT, MY, PH, SG, US"
deo-digeu,더 디그,The Dig,movie,"History, Dramas","역사, 드라마",2021,1시간 52분,,영국,7.1,84k,False,"Netflix, Netflix basic with Ads",Simon Stone,2.0,3 DAYS,36 DAYS,234 DAYS,The Dig,movie,"Biography, Drama, History",2021.0,tt3661210,7.1,84205.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
wild-wild-country,오쇼 라즈니쉬의 문제적 유토피아,Wild Wild Country,tv,"Documentary, Crime","다큐멘터리, 범죄",2018,1시간 7분,,미국,8.1,36k,False,"Netflix, Netflix basic with Ads",,3.0,4 DAYS,39 DAYS,358 DAYS,Wild Wild Country,tv,"Crime, Documentary",2018.0,tt7768848,8.1,36081.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
beodeu-bagseu,버드 박스,Bird Box,movie,"Horror, Thriller, Dramas, Sci-Fi","공포, 스릴러, 드라마, SF",2018,2시간 4분,15,미국,6.6,397k,False,"Netflix, Netflix basic with Ads",Susanne Bier,1.0,14 DAYS,52 DAYS,465 DAYS,Bird Box,movie,"Horror, Mystery, Sci-Fi",2018.0,tt2737304,6.6,396973.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
ariseu-in-bodeoraendeu,아리스 인 보더랜드,Alice in Borderland,tv,"Thriller, Action, Dramas, Sci-Fi","스릴러, 액션, 드라마, SF",2020,54분,19,일본,7.7,103k,False,"Netflix, Netflix basic with Ads",,1.0,15 DAYS,146 DAYS,1275 DAYS,Alice in Borderland,tv,"Action, Drama, Mystery",2020.0,tt10795658,7.7,102640.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
blood-diamond,블러드 다이아몬드,Blood Diamond,movie,"Dramas, Thriller, Action","드라마, 스릴러, 액션",2006,2시간 23분,,"독일, 미국",8.0,596k,True,"Netflix, wavve, Netflix basic with Ads",Edward Zwick,8.0,1 DAYS,22 DAYS,375 DAYS,Blood Diamond,movie,"Adventure, Drama, Thriller",2006.0,tt0450259,8.0,596311.0,"AD, AT, BE, CH, DE, ES, GB, GG, IE, JP, KR, LI, LU, PT"
rararaendeu,라라랜드,La La Land,movie,"Romance, Dramas, Music, Comedy","로맨스, 드라마, 음악, 코미디",2016,2시간 8분,,"미국, 홍콩",8.0,695k,True,"wavve, FilmBox+, Netflix, Naver Store, Watcha, Netflix basic with Ads",Damien Chazelle,1.0,30 DAYS,733 DAYS,2880 DAYS,La La Land,movie,"Comedy, Drama, Music",2016.0,tt3783958,8.0,694878.0,"ID, IT, KR, SM, TH, TW, US"
boyhood,보이후드,Boyhood,movie,Dramas,드라마,2014,2시간 46분,15,미국,7.9,371k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Richard Linklater,1.0,10 DAYS,71 DAYS,1718 DAYS,Boyhood,movie,Drama,2014.0,tt1065073,7.9,371273.0,"AD, AG, AL, AR, AU, AZ, BA, BB, BG, BM, BO, BR, BS, BY, BZ, CH, CL, CO, CR, CU, CY, CZ, DK, DO, EC, EE, ES, FI, GB, GG, GI, GR, GT, HN, HR, HU, IE, IL, IN, IS, IT, JM, JP, KR, LC, LT, LV, MC, MD, ME, MK, MT, MX, NI, NO, NZ, PA, PE, PK, PL, PT, PY, RO, RS, SE, SI, SK, SM, SV, TC, TR, TT, UA, UY, VE"
deo-neon,더 넌,The Nun,movie,"Horror, Thriller","공포, 스릴러",2018,1시간 36분,15,미국,5.3,177k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Corin Hardy,5.0,3 DAYS,102 DAYS,906 DAYS,The Nun,movie,"Horror, Mystery, Thriller",2018.0,tt5814060,5.3,176739.0,"AD, AU, ES, IT, JP, KR, NZ, PT, SM, US"
teuraebteu,트랩트,Trapped,tv,"Thriller, Crime, Dramas","스릴러, 범죄, 드라마",2015,48분,,"독일, 프랑스, 영국, 아이슬란드, 덴마크, 핀란드, 스웨덴, 노르웨이",8.0,25k,False,"Netflix, Netflix basic with Ads",,1.0,5 DAYS,40 DAYS,1133 DAYS,Trapped,tv,"Crime, Drama, Mystery",2015.0,tt3561180,8.0,25467.0,"AE, AL, AO, BA, BE, BG, BH, CA, CI, CM, CV, CY, CZ, DK, DZ, EE, EG, ES, FI, GH, GQ, HK, ID, IL, IN, IQ, IT, JO, JP, KE, KR, KW, LB, LT, LV, LY, MA, ME, MG, MK, ML, MU, MZ, NE, NG, NL, NO, NZ, OM, PH, PK, PL, PS, PT, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, TH, TN, TR, TW, TZ, UG, YE, ZA, ZM, ZW"
di-adeoseu,디 아더스,The Others,movie,"Horror, Thriller, Unknown","공포, 스릴러, 유럽에서 제작",2001,1시간 44분,12+,"스페인, 미국",7.6,402k,True,"Netflix, wavve, Netflix basic with Ads",Alejandro Amenábar,8.0,1 DAYS,43 DAYS,1025 DAYS,The Others,movie,"Horror, Mystery, Thriller",2001.0,tt0230600,7.6,401660.0,"AD, BE, CH, ES, FR, GF, KR, LU, MC, PF"
pain-and-gain,페인 앤 게인,Pain & Gain,movie,"Comedy, Action, Crime, Dramas","코미디, 액션, 범죄, 드라마",2013,2시간 9분,,미국,6.4,233k,True,"Netflix, wavve, Netflix basic with Ads",Michael Bay,14.0,0 DAYS,17 DAYS,282 DAYS,Pain & Gain,movie,"Action, Biography, Comedy",2013.0,tt1980209,6.4,233217.0,"AD, AE, AG, AO, AR, AT, AU, BB, BE, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MG, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PS, PT, PY, QA, SA, SC, SE, SG, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
timiyi-mosmalrineun-suhoceonsa,티미의 못말리는 수호천사,The Fairly OddParents,tv,"Sci-Fi, Anime, Comedy, Family, Fantasy","SF, 애니메이션, 코미디, 가족, 판타지",2001,24분,7,"미국, 캐나다",7.2,48k,False,"Netflix, Netflix basic with Ads",,33.0,0 DAYS,12 DAYS,261 DAYS,The Fairly OddParents,tv,"Adventure, Animation, Comedy",2001.0,tt0235918,7.2,48013.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DO, DZ, EC, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IT, JM, JO, KE, KR, KW, LB, LC, LI, LU, LY, MA, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NI, NL, NZ, OM, PA, PE, PF, PH, PS, PT, PY, QA, RO, RS, SA, SC, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
dangsineun-narareul-saranghaneunga,당신은 나라를 사랑하는가,The Oath,movie,"Comedy, Thriller, History, Dramas","코미디, 스릴러, 역사, 드라마",2018,1시간 33분,,미국,5.6,5k,True,"Netflix, wavve, Netflix basic with Ads",Ike Barinholtz,7.0,1 DAYS,7 DAYS,38 DAYS,The Oath,movie,"Comedy, Thriller",2018.0,tt7461200,5.6,5026.0,KR
naneun-nega-jinan-yeoreume-han-ileul-algo-issda,나는 네가 지난 여름에 한 일을 알고 있다,I Know What You Did Last Summer,movie,"Thriller, Horror","스릴러, 공포",1997,1시간 41분,,미국,5.8,161k,True,"Netflix, wavve, Netflix basic with Ads",Jim Gillespie,12.0,0 DAYS,5 DAYS,188 DAYS,I Know What You Did Last Summer,movie,"Horror, Mystery",1997.0,tt0119345,5.8,162153.0,"JO, KR, TR"
the-snow-girl,스노우 걸,The Snow Girl,tv,"Crime, Dramas, Thriller","범죄, 드라마, 스릴러",2023,45분,15,스페인,,,False,"Netflix, Netflix basic with Ads",,1.0,4 DAYS,27 DAYS,204 DAYS,The Snow Girl,tv,"Crime, Drama, Mystery",2023.0,tt15787870,6.8,8668.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
meet-the-parents,미트 페어런츠,Meet the Parents,movie,"Romance, Comedy","로맨스, 코미디",2000,1시간 48분,,미국,7.0,362k,True,"Netflix, wavve, Naver Store",,,,,,Meet the Parents,movie,"Comedy, Romance",2000.0,tt0212338,7.0,361604.0,"AD, AE, AL, AO, AU, AZ, BA, BE, BG, BH, BY, CA, CI, CM, CV, CZ, DK, DZ, EG, ES, FI, FR, GF, GH, GI, GQ, GR, HR, HU, IL, IN, IQ, IS, IT, JO, KE, KR, KW, LB, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NL, NO, NZ, OM, PF, PK, PL, PS, PT, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, TN, TR, TZ, UA, UG, YE, ZA, ZM, ZW"
byeog-soge-sumeun-mabeobsigye,벽 속에 숨은 마법시계,The House with a Clock in Its Walls,movie,"Family, Comedy, Horror, Fantasy, Sci-Fi","가족, 코미디, 공포, 판타지, SF",2018,1시간 45분,,"미국, 캐나다, 인도",6.1,56k,True,"Netflix, wavve, Watcha, Naver Store",Eli Roth,10.0,1 DAYS,21 DAYS,320 DAYS,The House with a Clock in Its Walls,movie,"Comedy, Family, Fantasy",2018.0,tt2119543,6.1,56453.0,"AD, AU, BM, ES, FJ, GB, GG, GI, IE, IT, KR, MT, NZ, SM, TC"
first-daughter,대통령의 딸,First Daughter,movie,"Family, Comedy, Dramas, Romance, Unknown","가족, 코미디, 드라마, 로맨스, 유럽에서 제작",2004,1시간 45분,,미국,5.1,29k,True,"wavve, Disney Plus, Netflix, Naver Store, Netflix basic with Ads",Forest Whitaker,24.0,0 DAYS,5 DAYS,54 DAYS,First Daughter,movie,"Comedy, Drama, Romance",2004.0,tt0361620,5.1,28587.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
naneun-agmareul-saranghaessda,나는 악마를 사랑했다,"Extremely Wicked, Shockingly Evil and Vile",movie,"Dramas, Crime, Thriller","드라마, 범죄, 스릴러",2019,1시간 51분,,미국,6.7,107k,False,"Netflix, Netflix basic with Ads",Joe Berlinger,1.0,5 DAYS,31 DAYS,274 DAYS,"Extremely Wicked, Shockingly Evil and Vile",movie,"Biography, Crime, Drama",2019.0,tt2481498,6.7,106635.0,"AD, AE, AT, AU, BE, BH, CA, CH, DE, DK, DZ, EG, ES, FI, FJ, FR, GF, IQ, JO, KR, KW, LB, LI, LU, LY, MA, NL, NO, NZ, OM, PF, PH, PS, QA, SA, SE, TD, TN, TR, US, YE"
eonkeos-jemseu,언컷 젬스,Uncut Gems,movie,"Dramas, Thriller, Crime","드라마, 스릴러, 범죄",2019,2시간 16분,,미국,7.4,327k,False,"Netflix, Netflix basic with Ads","Josh Safdie , Benny Safdie",1.0,10 DAYS,195 DAYS,810 DAYS,Uncut Gems,movie,"Crime, Drama, Thriller",2019.0,tt5727208,7.4,326715.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
postcards,인생은 엽서처럼,Postcards,tv,Dramas,드라마,2024,32분,12,나이지리아,5.6,890,False,"Netflix, Netflix basic with Ads",Hamisha Daryani Ahuja,49.0,0 DAYS,2 DAYS,4 DAYS,Postcards,tv,Drama,2024.0,tt31691316,5.6,890.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
